How many Zoo in Birmingham	query ( area ( keyval ( 'name' , 'Birmingham' ) ) , nwr ( keyval ( 'tourism' , 'zoo' ) ) , qtype ( count ) )
how many Rue Poliveau 5e Arrondissement	query ( area ( keyval ( 'name' , '5e_Arrondissement' ) ) , nwr ( keyval ( 'name' , 'Rue_Poliveau' ) ) , qtype ( count ) )
How many Emergency Access Point in Marseille	query ( area ( keyval ( 'name' , 'Marseille' ) ) , nwr ( keyval ( 'highway' , 'emergency_access_point' ) ) , qtype ( count ) )
How many Public Markets near Marseille	query ( around ( center ( nwr ( keyval ( 'name' , 'Marseille' ) ) ) , search ( nwr ( keyval ( 'amenity' , 'public_market' ) ) ) , maxdist ( DIST_INTOWN ) ) , qtype ( count ) )
How many closest Farm from Nantes	query ( around ( center ( nwr ( keyval ( 'name' , 'Nantes' ) ) ) , search ( nwr ( keyval ( 'place' , 'farm' ) ) ) , maxdist ( DIST_INTOWN ) , topx ( 1 ) ) , qtype ( count ) )
How many Reef in Leeds	query ( area ( keyval ( 'name' , 'Leeds' ) ) , nwr ( keyval ( 'natural' , 'reef' ) ) , qtype ( count ) )
How many Alpine Hut in München	query ( area ( keyval ( 'name' , 'München' ) ) , nwr ( keyval ( 'tourism' , 'alpine_hut' ) ) , qtype ( count ) )
How many closest Stadium from Glasgow Branch in Glasgow	query ( around ( center ( area ( keyval ( 'name' , 'Glasgow' ) ) , nwr ( keyval ( 'name' , 'Glasgow_Branch' ) ) ) , search ( nwr ( keyval ( 'building' , 'stadium' ) ) ) , maxdist ( DIST_INTOWN ) , topx ( 1 ) ) , qtype ( count ) )
how many table tennis Heidelberg	query ( area ( keyval ( 'name' , 'Heidelberg' ) ) , nwr ( keyval ( 'sport' , 'table_tennis' ) ) , qtype ( count ) )
how many water wells Heidelberg	query ( area ( keyval ( 'name' , 'Heidelberg' ) ) , nwr ( keyval ( 'man_made' , 'water_well' ) ) , qtype ( count ) )
How many Disused Railway Stations in Liverpool	query ( area ( keyval ( 'name' , 'Liverpool' ) ) , nwr ( keyval ( 'railway' , 'disused_station' ) ) , qtype ( count ) )
How many Features in Glasgow	query ( area ( keyval ( 'name' , 'Glasgow' ) ) , nwr ( keyval ( 'natural' , 'feature' ) ) , qtype ( count ) )
How many Pharmacys near Flori Caffe & Panini Bar in München	query ( around ( center ( area ( keyval ( 'name' , 'München' ) ) , nwr ( keyval ( 'name' , 'Flori_Caffe_&_Panini_Bar' ) ) ) , search ( nwr ( keyval ( 'amenity' , 'pharmacy' ) ) ) , maxdist ( DIST_INTOWN ) ) , qtype ( count ) )
how many bathrooms east of Place de la République in Paris	query ( east ( around ( center ( area ( keyval ( 'name' , 'Paris' ) ) , nwr ( keyval ( 'name' , 'Place_de_la_République' ) ) ) , search ( nwr ( keyval ( 'amenity' , 'toilets' ) ) ) , maxdist ( WALKING_DIST ) ) ) , qtype ( count ) )
how many 4 star hotels close to Heidelberg	query ( around ( center ( area ( keyval ( 'name' , 'Heidelberg' ) ) ) , search ( nwr ( keyval ( 'tourism' , 'hotel' ) , keyval ( 'stars' , '4' ) ) ) , maxdist ( DIST_INTOWN ) ) , qtype ( count ) )
How many closest Monument from Woodleigh Crescent in Wakefield	query ( around ( center ( area ( keyval ( 'name' , 'Wakefield' ) ) , nwr ( keyval ( 'name' , 'Woodleigh_Crescent' ) ) ) , search ( nwr ( keyval ( 'historic' , 'monument' ) ) ) , maxdist ( DIST_INTOWN ) , topx ( 1 ) ) , qtype ( count ) )
How many Clubs near Pâtisserie Lambert in Nantes in walking distance	query ( around ( center ( area ( keyval ( 'name' , 'Nantes' ) ) , nwr ( keyval ( 'name' , 'Pâtisserie_Lambert' ) ) ) , search ( nwr ( keyval ( 'amenity' , 'club' ) ) ) , maxdist ( WALKING_DIST ) ) , qtype ( count ) )
How many closest Farmland from Sengstackeplatz in Bremen in walking distance	query ( around ( center ( area ( keyval ( 'name' , 'Bremen' ) ) , nwr ( keyval ( 'name' , 'Sengstackeplatz' ) ) ) , search ( nwr ( keyval ( 'landuse' , 'farmland' ) ) ) , maxdist ( WALKING_DIST ) , topx ( 1 ) ) , qtype ( count ) )
How many Unincorporated Areas near Albert Square in Manchester	query ( around ( center ( area ( keyval ( 'name' , 'Manchester' ) ) , nwr ( keyval ( 'name' , 'Albert_Square' ) ) ) , search ( nwr ( keyval ( 'place' , 'unincorporated_area' ) ) ) , maxdist ( DIST_INTOWN ) ) , qtype ( count ) )
how many restaurants Paris burgers	query ( area ( keyval ( 'name' , 'Paris' ) ) , nwr ( keyval ( 'cuisine' , 'burger' ) ) , qtype ( count ) )
How many emergency sirens are there in Witten ?	query ( area ( keyval ( 'name' , 'Witten' ) ) , nwr ( keyval ( 'emergency' , 'phone' ) ) , qtype ( count ) )
how many bakeries in Paris	query ( area ( keyval ( 'name' , 'Paris' ) ) , nwr ( keyval ( 'shop' , 'bakery' ) ) , qtype ( count ) )
